name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precipitation,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
Jashore,2/11/2023,34,19.7,26.3,35.3,19.7,27.1,19.3,68.4,0,0,0,,0,0,22.7,14.8,221.5,1011.1,18,2.7,225.2,19.4,8
Jashore,2/12/2023,32,22.8,27,31.6,22.8,27,17.5,59.9,0,0,0,,0,0,26.6,20.5,311.2,1011.4,13.6,2.9,216.1,18.5,8
Jashore,2/13/2023,29,18.6,24.2,27.6,18.6,23.8,8.3,38,0,0,0,,0,0,36.7,18.4,330,1013.1,0.8,3.8,242.9,21,9
Jashore,2/14/2023,29,16.5,22.3,27.6,16.5,22.1,9.3,46.4,0,0,0,,0,0,23.8,13,335.1,1013,2,3.4,238.9,20.7,8
Jashore,2/15/2023,29,15,22.5,28,15,22.3,11.4,52.7,0,0,0,,0,0,20.5,13,329.3,1011.4,0.8,3.1,237.4,20.5,8
Jashore,2/16/2023,30,17.1,23.5,29,17.1,23.4,13.9,57.2,0,0,0,,0,0,16.9,11.2,37.6,1012.6,17.7,2.9,231.9,20.1,8
Jashore,2/17/2023,29,18.9,24.7,30.8,18.9,25.4,20,76.1,0,0,0,rain,0,0,18.4,11.2,126.2,1013.5,37.4,2.7,192.6,16.7,8
Jashore,2/18/2023,29,22.5,25.3,32,22.5,26.1,21.2,78.3,0.498,100,4.17,rain,0,0,22.7,14.8,181.5,1013.5,54.4,2.5,167.7,14.6,6
Jashore,2/19/2023,31,21.5,25.7,34.6,21.5,27,21.6,79.4,0,0,0,,0,0,19.8,13,200.3,1012.6,46.3,2.4,202,17.3,7
Jashore,2/20/2023,32,22.4,27,37.9,22.4,28.5,21.7,74.6,0,0,0,,0,0,20.2,18.4,178.2,1011.4,42,2.8,188.9,16.3,8
Jashore,2/21/2023,34,24,28.2,38.1,24,29.9,22.3,72.9,0,0,0,,0,0,29.9,14.8,200.2,1011.4,45.4,2.8,196.7,17,7
Jashore,2/22/2023,34,24.3,28.3,40.6,24.3,30.5,22.8,74.1,0,0,0,,0,0,37.4,25.9,185.2,1010.2,32.8,2.8,223.6,19.3,8
Jashore,2/23/2023,35,23.8,28.8,36.2,23.8,29.6,20.6,65.4,0,0,0,,0,0,26.6,18.4,181.2,1010.8,33.5,3.1,243.7,21,9
Jashore,2/24/2023,34,24.3,28.5,39.4,24.3,31.3,23.3,74.7,0,0,0,,0,0,25.2,14.8,206.8,1012.2,38.8,2.7,206.4,17.8,8
Jashore,2/25/2023,34,24.6,28.5,38.1,24.6,30.6,22,70.2,0,0,0,,0,0,16.9,11.2,325.8,1014.8,42.8,2.5,214.8,18.5,8
Jashore,2/26/2023,34,21.9,28,35.8,21.9,29.4,20.4,65.7,0,0,0,,0,0,18.7,13,172.9,1016,23.2,2.7,215.2,18.6,8
Jashore,2/27/2023,33,22.3,28.2,37,22.3,30.1,21.4,68.4,0,0,0,,0,0,25.9,13,239.6,1015.5,27.6,2.6,230.6,20,9
Jashore,2/28/2023,35,24.4,28.9,34.1,24.4,28.9,17.5,55.3,0,0,0,,0,0,16.6,11.2,350,1016,8.3,3,247.9,21.3,9
Jashore,3/1/2023,35,22.5,28.9,37.7,22.5,30.7,21.5,66.9,0,0,0,,0,0,19.8,11.2,155.1,1016.1,13.1,2.9,231.4,19.9,8
Jashore,3/2/2023,36,23.4,29.6,37.4,23.4,30.6,19.8,59.1,0,0,0,,0,0,23.8,13,309.7,1015.6,4.4,3,248.1,21.5,9
Jashore,3/3/2023,36,24,30,35.4,24,29.7,15.7,46.8,0,0,0,,0,0,23.8,16.6,324.1,1015.7,0.8,3.4,260.8,22.5,9
Jashore,3/4/2023,36,23.9,30.1,35.8,23.9,30.1,15.9,44,0,0,0,,0,0,28.8,14.8,305.9,1015.2,0.3,3.5,259.2,22.4,9
Jashore,3/5/2023,36,23.1,29.9,35.8,23.1,30.3,16.8,46.6,0,0,0,,0,0,24.5,14.8,320.8,1014.5,1.3,3.5,261.5,22.6,9
Jashore,3/6/2023,35,24.1,30,34,24.1,29.9,15.4,43.2,0,0,0,,0,0,22,13,306,1013.6,1.1,3.5,259.6,22.5,9
Jashore,3/7/2023,36,23.4,29.6,34.3,23.4,29.1,14.6,43.1,0,0,0,,0,0,24.1,18.4,1.1,1014,23.4,3.7,259.5,22.4,9
Jashore,3/8/2023,34,22.9,28.5,33.3,22.9,28.2,15.2,47.1,0,0,0,,0,0,19.4,13,11,1014.7,44.3,3.5,241.6,20.9,8
Jashore,3/9/2023,34,22.4,27.8,34.1,22.4,28.1,17.3,54.4,0,0,0,,0,0,25.6,14.8,20.7,1013.9,42.8,3.3,254.6,21.9,9
Jashore,3/10/2023,32,24,27.8,33.7,24,28.8,19.7,62.3,0,0,0,,0,0,33.5,11.9,67.5,1013.3,76.8,2.9,220.2,19.2,8
Jashore,3/11/2023,32,23,26.8,33.5,23,27.2,18.1,60.2,0,0,0,,0,0,21.6,18.4,18.9,1013.5,68.8,3.2,233.8,20.1,8
Jashore,3/12/2023,34,21,27.8,35.1,21,28.3,18.4,59.7,0,0,0,,0,0,22,11.2,5.8,1012.5,20.6,3.3,250.2,21.7,9
Jashore,3/13/2023,35,22.7,29.1,38.6,22.7,30.5,19.6,58.4,0,0,0,,0,0,19.8,11.2,347.9,1011,4.5,3.1,247.5,21.4,9
Jashore,3/14/2023,34,24,28.8,36.5,24,30,20,60.7,0,0,0,,0,0,40.7,25.9,186.6,1008.9,35.2,3.2,229,19.8,8
Jashore,3/15/2023,34,24.2,28.8,37.3,24.2,30.4,20.8,63.7,0,0,0,,0,0,28.1,20.5,200.2,1008.3,54.1,3.9,251.9,21.6,9
Jashore,3/16/2023,32,20.2,28.1,36.8,20.2,30.7,22.9,74.4,0,0,0,rain,0,0,30.2,22.3,194,1010.7,60.9,2.8,218.7,18.9,9
Jashore,3/17/2023,27,20.7,24.3,29.6,20.7,24.6,21.8,86.3,20.809,100,8.33,rain,0,0,29.2,11.2,62.4,1011.7,81.2,2.3,92,7.8,6
Jashore,3/18/2023,29,22,25.5,32.7,22,26.7,22.5,84,0.244,100,8.33,rain,0,0,19.4,16.6,167.6,1010.5,82.4,1.9,214.5,18.6,8
Jashore,3/19/2023,27,21,22.9,29.2,21,23,20.5,86.5,9.823,100,8.33,rain,0,0,27,16.6,130.9,1009,87.7,2.4,90.6,7.8,4
Jashore,3/20/2023,28,21.1,24.1,29.7,21.1,24.5,20.4,80.4,3.56,100,8.33,rain,0,0,34.2,22.3,171.7,1007.7,61.8,3,169.5,14.6,7
Jashore,3/21/2023,31,20,24.4,35.5,20,25.3,20.7,80.6,14.187,100,12.5,rain,0,0,30.2,14.8,244.6,1008.3,53.3,3.4,208.3,18,9
Jashore,3/22/2023,31,20.9,25.9,35.5,20.9,27.2,21,75.8,0,0,0,,0,0,29.2,11.2,191.7,1007.9,44.1,3.4,250.5,21.5,9
Jashore,3/23/2023,32,23.3,27,39.1,23.3,28.6,22.3,76.7,0,0,0,,0,0,23.8,11.2,174.3,1007.7,41.7,3.5,245.6,21.2,8
Jashore,3/24/2023,33.1,22.7,28,37,22.7,30.1,22.2,73.1,0,0,0,,0,0,17.3,14.8,177.5,1008.9,34.4,3.4,252.3,21.8,9
Jashore,3/25/2023,34.2,25.7,29.6,40.6,25.7,34.3,24.3,74.4,0,0,0,,0,0,24.8,18.4,201.6,1009.6,47.4,3.6,245.4,21.2,9
Jashore,3/26/2023,35,24.7,29,43.5,24.7,32.5,23.3,72.4,0.711,100,4.17,rain,0,0,37.1,18.4,194.6,1008,59.2,3.4,258.1,22.2,9
Jashore,3/27/2023,32,24,27.8,39.2,24,31.1,23.8,79.9,2.903,100,4.17,rain,0,0,19.4,13,262.1,1007.6,68.9,2.9,174.7,15.1,5
Jashore,3/28/2023,34.1,25,29.4,39.4,25,33.2,23.3,71,0,0,0,,0,0,21.2,20.5,204.9,1008.2,36,3.4,269.5,23.4,9
Jashore,3/29/2023,34,26.9,30,42,29.9,35.4,24.6,73.8,0.087,100,4.17,rain,0,0,37.1,24.1,201.9,1009.3,58.8,3.6,254.5,21.9,9
Jashore,3/30/2023,34,25,29.2,40.7,25,32.8,23.6,73,3.31,100,8.33,rain,0,0,40.7,24.1,189.2,1007.9,57.1,3.5,241.7,20.9,8
Jashore,3/31/2023,29,23.5,26.3,33.6,23.5,27.8,21.8,76.6,0.029,100,4.17,rain,0,0,36.4,18.4,126.8,1008.5,82.3,3,163.9,14.3,5
Jashore,4/1/2023,27,21.3,24.5,28.9,21.3,24.7,21.3,82.9,25.751,100,12.5,rain,0,0,33.5,13.4,77.1,1008.3,77.3,3.1,162.5,14,7
Jashore,4/2/2023,33,21,27,34,21,28,19.9,67.7,0,0,0,,0,0,28.8,14.8,241.6,1006.6,37.5,3.7,274.2,23.8,9
Jashore,4/3/2023,35,24.3,29.6,35.7,24.3,30.8,20.1,60.2,0,0,0,,0,0,30.2,14.8,238.8,1006.5,24,3.8,263.2,22.8,9
Jashore,4/4/2023,34.2,26,29.9,44.2,26,35,24.5,73.5,0,0,0,,0,0,31.3,27.7,195.2,1006.9,46,3.9,264.1,22.7,9
Jashore,4/5/2023,35,26.9,30.7,38,29.3,33.8,21.8,61.8,0.498,100,4.17,rain,0,0,34.9,22.3,232.4,1006.4,20.2,3.8,280,24.1,9
Jashore,4/6/2023,36.3,26.6,31.3,36.1,26.6,32.5,18.7,50.7,0,0,0,,0,0,19.1,9.4,304.8,1009.2,30.4,3.5,287.9,24.8,10
Jashore,4/7/2023,37,27,31.7,39.8,29.9,34.7,21.1,56.9,0,0,0,,0,0,19.1,16.6,258.4,1010.7,26.1,3.5,291.2,25.2,10
Jashore,4/8/2023,37,26.4,31.8,38.9,26.4,34.4,20.6,53.7,0,0,0,,0,0,20.5,18.4,267.6,1012,31.4,3.8,278.2,23.9,10
Jashore,4/9/2023,37,27,32.2,38.6,29.1,34.5,20,51.1,0,0,0,,0,0,18,13,315.8,1011.4,23.8,3.9,292.4,25.3,9
Jashore,4/10/2023,37,27.3,32.5,43.2,30.1,37.4,23.1,59.2,0,0,0,,0,0,20.5,13,262.2,1009.3,23.8,3.6,280.1,24.3,9
Jashore,4/11/2023,39,27.9,33.2,40.6,31.3,36.6,20.6,52.9,0,0,0,,0,0,19.1,11.2,252.9,1009,19.9,3.5,277.1,24,9
Jashore,4/12/2023,39,27.1,32.8,41.9,29.7,35.2,19,50.2,0,0,0,,0,0,25.6,18.4,261.9,1007.9,3.6,3.7,305.7,26.2,10
Jashore,4/13/2023,40,27.4,33.9,40.9,28.8,34.9,17.3,39.2,0,0,0,,0,0,22,14.8,255.1,1007.1,0.1,4,308.1,26.6,10
Jashore,4/14/2023,41,27.5,34.7,42.9,29.4,37.2,19.4,43,0,0,0,,0,0,21.6,14.8,235.2,1006.6,9.2,3.7,302.8,26.2,10
Jashore,4/15/2023,39.5,27.7,33.9,47.3,31.8,42.3,25.3,62.7,0,0,0,,0,0,18.7,9.4,149.7,1006.1,30.3,3.3,274.4,23.5,9
Jashore,4/16/2023,41,29.3,34.7,46.3,35.1,42.1,24,58.6,0,0,0,,0,0,23,18.4,175.2,1005,45.6,3.5,270.1,23.1,9
Jashore,4/17/2023,41,29.9,34.3,50.2,37.8,42.5,25,61.6,0,0,0,,0,0,25.9,22.3,194.3,1005.7,21.7,3.7,280.2,24.1,10
Jashore,4/18/2023,39,29,33,53.9,36.8,44.2,27.4,74,0,0,0,,0,0,25.9,22.3,168.3,1006.4,24.6,3.1,272.1,23.4,9
Jashore,4/19/2023,42,29.6,34,51,38,43.1,25.4,66.8,0,0,0,,0,0,40.7,24.1,194,1003.1,39.4,3.3,281.1,24.4,10
Jashore,4/20/2023,42,28.9,33.9,51.7,35.6,42.2,25.1,65.3,0,0,0,,0,0,40.7,25.9,181.2,1000.7,39.1,3.6,292.6,25.2,10
Jashore,4/21/2023,38,29.3,32.9,42.4,30.1,36.9,21.1,53.8,0,0,0,,0,0,42.5,18.4,255.4,1002.2,60.5,4.2,274,23.7,9
Jashore,4/22/2023,37,26.1,31.6,39.3,26.1,33.1,18.9,48,0,0,0,rain,0,0,30.2,25.9,261.5,1003.9,47,3.7,276.2,23.9,10
Jashore,4/23/2023,34,25,29.1,35.8,25,30.3,19.7,58.2,0.716,100,4.17,rain,0,0,40.7,24.1,220.5,1006.6,73.9,3.6,173.5,14.9,7
Jashore,4/24/2023,32.2,22,26.2,35.9,22,27.2,21.6,76.8,8.134,100,4.17,rain,0,0,40.7,22.3,84.6,1010,52.1,3.2,232.4,20.1,9
Jashore,4/25/2023,33.4,22.8,28.6,38.1,22.8,31.4,22.4,70.6,0,0,0,,0,0,22,11.2,341.3,1009.8,47.3,3.7,271.7,23.6,9
Jashore,4/26/2023,35.1,25.9,30.8,41.9,25.9,35.1,23.2,65.2,0,0,0,,0,0,19.1,18.4,160.7,1007.7,42.9,3.4,280,24.1,9
Jashore,4/27/2023,36.3,23,29.2,44.9,23,33.3,23.7,74.3,25.043,100,8.33,rain,0,0,46.4,31.7,188.3,1007.7,47,3.2,275.3,23.7,9
Jashore,4/28/2023,35,23.7,29.3,42,23.7,33,23.5,72.3,0,0,0,,0,0,26.6,14.8,224.1,1008.2,56.4,3.5,254,21.9,9
Jashore,4/29/2023,37,25.3,29.4,43.3,25.3,33.4,23.6,72.6,5.69,100,4.17,rain,0,0,46.4,27.7,158.5,1007.3,45.2,3.5,265.4,22.8,9
Jashore,4/30/2023,33.5,23,26.4,42.1,23,28.2,22.7,80.5,27.444,100,12.5,rain,0,0,46.4,27.7,81.6,1006.7,64.7,3.1,259.4,22.4,9
Jashore,5/1/2023,31,22.7,26.2,35.5,22.7,27.5,21.8,77.6,0,0,0,rain,0,0,37.1,18.4,318.7,1008.1,74.6,3.6,177.8,15.4,7
Jashore,5/2/2023,35.2,23.4,29.6,38.6,23.4,31.7,21.4,64.2,0,0,0,,0,0,27.4,24.1,199.5,1008.5,53.9,3.9,292.7,25.2,9
Jashore,5/3/2023,34,26,29.1,43.5,26,33.9,24.5,76.7,1.289,100,8.33,rain,0,0,55.4,18.4,206.8,1009,74.9,3.6,248.5,21.7,9
Jashore,5/4/2023,32.6,26.2,29.2,39.2,26.2,33.5,24,74.1,0,0,0,,0,0,35.3,18.4,194.2,1008,67.8,3.6,152.8,13.1,5
Jashore,5/5/2023,35,25,30,44.9,25,35,24.2,71.9,1.156,100,8.33,rain,0,0,27,18.4,229,1005.5,60,3.7,255.5,21.8,9
Jashore,5/6/2023,36,27.6,31.7,44.7,31.3,38.3,24.7,67.5,0,0,0,,0,0,20.9,14.8,212.6,1004.1,54.5,3.8,261.5,22.4,9
Jashore,5/7/2023,39,28.5,33.2,42.3,34,38.5,23.2,59.4,0,0,0,,0,0,20.2,16.6,229.7,1004.1,16.5,3.9,286.5,24.7,9
Jashore,5/8/2023,39,29,33.8,45.8,35.6,40.8,24.5,60.7,0,0,0,,0,0,22.7,14.8,225.2,1003.5,28.2,5,283.8,24.3,10
Jashore,5/9/2023,38.8,30,33.9,45.8,36.7,41.2,24.5,59.9,0,0,0,,0,0,22.7,18.4,194.7,1003.8,46.7,3.7,280,24.1,10
Jashore,5/10/2023,38.6,29.5,33.3,49,36.5,41.1,25.1,63.7,0,0,0,,0,0,28.1,25.9,190.8,1004.1,49.6,3.9,271.8,23.2,9
Jashore,5/11/2023,38,29.3,32.8,46.3,36.3,40.7,25.4,66.8,0,0,0,,0,0,32,24.1,179.2,1005.8,29.9,4,286.2,24.8,10
Jashore,5/12/2023,35,27.4,31.6,44.9,32.1,40,26.1,73.2,0,0,0,,0,0,28.8,18.4,138.7,1005.8,63,3.6,265.9,22.9,9
Jashore,5/13/2023,34,28,30.5,45.3,32.6,37.3,25.3,74.8,0,0,0,,0,0,34.2,14.8,52.1,1004,83.6,3.8,259.9,22.4,9
Jashore,5/14/2023,36,26,30.6,40.8,26,34.1,22.4,63.6,0,0,0,,0,0,48.6,27.7,16.8,999.7,65.6,3.8,252.5,21.9,8
Jashore,5/15/2023,37,23,29.2,48.1,23,32.5,22.3,67.9,15.711,100,4.17,rain,0,0,46.4,27.7,171,1002.9,41.1,4.1,300.1,25.8,9
Jashore,5/16/2023,35,24.5,30.1,48.8,24.5,36.5,24.9,74.3,0,0,0,rain,0,0,57.6,29.5,174.7,1004.2,49.3,3.6,247.9,21.4,9
Jashore,5/17/2023,36.1,27,31.7,48.8,28.8,40.2,25.9,72.6,0,0,0,rain,0,0,40.7,29.5,166.6,1006.2,46.5,3.7,247.3,21.4,8
Jashore,5/18/2023,33,24,28,40.6,24,31.5,23.9,79.4,22.134,100,4.17,rain,0,0,42.1,22.3,142.6,1007.7,65.3,3.6,222.2,19.1,9
Jashore,5/19/2023,37,25.1,30.3,53.9,25.1,37.2,24.9,73.5,0.827,100,8.33,rain,0,0,55.4,37.1,198.7,1005.6,56.8,3.6,226.5,19.3,8
Jashore,5/20/2023,36,26.2,31.1,48.1,26.2,38,25,70.9,0,0,0,,0,0,40.7,27.7,184.5,1005.1,45.4,4.2,281.6,24.3,9
Jashore,5/21/2023,36,28.9,32.1,48.8,36.8,42.8,27.4,77.6,0,0,0,,0,0,40.7,33.5,175.7,1005.6,50.9,3.6,265.4,23,9
Jashore,5/22/2023,37,26,31.5,46.7,26,38.7,25.2,70.4,0,0,0,,0,0,46.4,31.7,162.6,1006.4,42.7,4.1,286.2,24.7,9
Jashore,5/23/2023,38,23,30.8,49,23,38.1,25.4,74.7,3.289,100,8.33,rain,0,0,55.4,30.7,155.3,1005.9,65.1,3.7,258.3,22,9
Jashore,5/24/2023,33,24,28.1,45.8,24,32.4,24.4,80.7,0,0,0,rain,0,0,35.6,18.4,75.7,1005.3,60.4,3.7,191.6,16.5,7
Jashore,5/25/2023,37,24,29.8,44.7,24,34.5,24.5,75.6,11.177,100,8.33,rain,0,0,64.8,37.1,176.4,1005.2,56.6,3.3,271.5,23.5,9
Jashore,5/26/2023,34.2,23,27.7,43.5,23,30.9,23.1,77.2,16.733,100,12.5,rain,0,0,46.4,27.7,172.6,1006.4,74.2,3.7,228.1,19.8,8
Jashore,5/27/2023,33,23.7,28.5,45.8,23.7,34.3,25.3,82.9,0.087,100,4.17,rain,0,0,34.6,27.7,359.3,1005.4,48.6,3.5,204.4,17.7,7
Jashore,5/28/2023,35,26,30.7,44.9,26,36.6,25,72.9,0,0,0,,0,0,21.6,14.8,94.5,1006.2,42.1,3.8,271.6,23.6,9
Jashore,5/29/2023,36.4,26.8,32.2,44.7,29.6,38.7,24.5,65,0,0,0,,0,0,19.4,13,64.6,1007.1,24.4,3.8,282.2,24.3,9
Jashore,5/30/2023,37,28.9,32.8,46.7,35.6,41.2,25.7,67.4,0,0,0,,0,0,20.2,20.5,199,1006.2,35.3,3.9,272.8,23.5,8
Jashore,5/31/2023,38,29.6,33.2,47.5,38.1,42.5,26.2,68.7,0,0,0,,0,0,22.7,16.6,185.6,1004.3,41.9,4,263.1,22.9,9
Jashore,6/1/2023,39,29.6,33.9,47.9,36.1,42.8,25.7,64.2,0,0,0,,0,0,23.8,18.4,198.7,1003.1,36.3,3.6,263.6,22.8,9
Jashore,6/2/2023,39,30,33.5,47.2,36.1,41.9,25.2,64.8,0,0,0,,0,0,37.1,25.9,206.6,1003,36.2,3.7,269.6,23.3,9
Jashore,6/3/2023,38.7,29.8,33.6,49.5,38.7,43.6,26.5,68.8,0,0,0,,0,0,30.2,25.9,195.8,1004,40.7,3.6,277.7,24.1,9
Jashore,6/4/2023,38,30,33.3,49,40.2,44.3,27.1,71.6,0,0,0,,0,0,28.4,25.9,182.6,1003.7,48.9,3.5,263.8,22.8,8
Jashore,6/5/2023,39,29,33.6,47.6,38.2,42.8,26,67,0,0,0,,0,0,24.1,24.1,176.6,1002.4,37.5,3.6,290.8,25.3,9
Jashore,6/6/2023,38.1,29.6,33.8,50.8,38.8,43.9,26.5,67,0,0,0,rain,0,0,22,18.4,191.1,1001.2,36.4,3.7,289.6,25.1,9
Jashore,6/7/2023,39,30.5,33.6,50.3,36.8,42.9,25.9,65.5,0,0,0,,0,0,25.9,14.8,183.6,1000.6,51,3.4,257.1,22.3,9
Jashore,6/8/2023,35,30,32.4,51,40.4,45.1,28.2,78.7,0,0,0,,0,0,25.9,18.4,168.5,1000.3,75.6,3.3,131.4,11.3,5
Jashore,6/9/2023,36,24,29.6,50.2,24,37.4,26,81.8,23.69,100,8.33,rain,0,0,46.4,27.7,155,999.4,88.5,3.3,55.5,4.7,2
Jashore,6/10/2023,32,25,28.8,40.7,25,33.7,24.8,79.3,0,0,0,,0,0,25.6,14.8,97.8,998.4,90.3,3.4,106.4,9.3,4
Jashore,6/11/2023,36.4,25.8,31.3,50.2,25.8,40.2,26.6,77.2,9.246,100,4.17,rain,0,0,55.4,37.1,115.3,997.8,78.3,3.6,160.5,13.9,6
Jashore,6/12/2023,35.1,27,30.1,47.3,31,37.1,25.7,78,4.332,100,4.17,rain,0,0,26.6,24.1,142.1,998.1,77,3.4,220,19,8
Jashore,6/13/2023,38,28,32.1,50.8,33.6,41.3,26.5,73.8,0,0,0,rain,0,0,31.3,18.4,152.4,997.5,59.6,3.8,247.1,21.5,8
Jashore,6/14/2023,38.4,30,33.5,48.8,36.5,43.8,26.6,69.2,0,0,0,,0,0,35.3,24.1,200.1,997.9,45.3,3.8,274.1,23.8,9
Jashore,6/15/2023,37.4,30.7,33.4,56.5,41,47.3,28.5,76,0,0,0,,0,0,40.7,27.7,163.9,998.8,53.6,3.8,256.8,22.1,8
Jashore,6/16/2023,38,30.7,33.5,52.9,42.1,47,28.4,75.6,15.074,100,4.17,rain,0,0,41.4,27.7,172.9,999.3,64.2,3.8,274.7,23.9,9
Jashore,6/17/2023,35.4,28,32,47.4,33.6,43,27.5,78.1,4.423,100,16.67,rain,0,0,49,27.7,173.2,1001.3,69.9,3.7,254.7,22.1,9
Jashore,6/18/2023,33,29.9,30.9,45.8,38.2,41.8,27.8,83.5,0,0,0,rain,0,0,40.7,24.1,164.1,1002.1,76.3,3.5,237.2,20.6,9
Jashore,6/19/2023,31,24,28.8,42.4,24,36.2,26.5,87.8,3.422,100,4.17,rain,0,0,55.4,27.7,166.1,1002.1,86.5,3.3,161.9,13.9,7
Jashore,6/20/2023,34.9,28.8,31.4,47.6,36.5,41.8,27.5,80.8,0.578,100,4.17,rain,0,0,40,29.5,177.5,1001.5,66.4,3.6,201.2,17.3,7
Jashore,6/21/2023,35,29,31.4,48.8,34.5,42.2,27.6,80.5,0.187,100,4.17,rain,0,0,40.7,22.3,167.4,1001.8,75,3.6,193.7,16.6,8
Jashore,6/22/2023,33,27,30.1,44.1,30.6,39.1,27,83.6,1.866,100,8.33,rain,0,0,30.6,18.4,152.6,1002.3,76.7,3.5,163,14.2,7
Jashore,6/23/2023,34,27,29.8,43.8,30.5,37.3,26.5,83.1,2.301,100,8.33,rain,0,0,24.1,16.6,74.6,1001.1,74.1,4.1,198,17.1,7
Jashore,6/24/2023,32,27,29.3,42.8,31.2,36.7,26.5,85,8.426,100,12.5,rain,0,0,28.1,16.6,107.8,999.7,84.7,3.5,153.2,13.3,5
Jashore,6/25/2023,32,27,28.6,42.3,30.6,35.6,26.8,90.1,10.421,100,16.67,rain,0,0,46.4,25.9,110.7,999.7,81,3.4,213.5,18.6,8
Jashore,6/26/2023,31,27,27.9,40.6,30.6,33.4,26.1,89.8,13.443,100,12.5,rain,0,0,27.7,18.4,140.8,1000.6,87.9,3.3,96.3,8.1,3
Jashore,6/27/2023,30,26,27.7,37.4,26,32.2,25.8,89.8,21.401,100,16.67,rain,0,0,30.6,20.5,138.3,1001,90.5,3.6,75.3,6.6,3
Jashore,6/28/2023,28,26,26.8,33.6,26,29.4,25.4,92.4,32.176,100,16.67,rain,0,0,43.9,27.7,158.8,1003.5,93.2,3.1,139.3,12.1,6
Jashore,6/29/2023,31,26.8,28.3,42.4,30.6,34.9,26.5,90.1,4.403,100,8.33,rain,0,0,40,16.6,154.2,1003.7,88.1,3.4,110.3,9.5,6
Jashore,6/30/2023,34,27,30,47.6,30.1,38.7,27,84.4,5.711,100,4.17,rain,0,0,38.5,25.9,181.6,1002.8,80.7,3.5,179.3,15.5,6
Jashore,7/1/2023,34,27,30.3,47,30.6,39.1,27,83,2.422,100,4.17,rain,0,0,36,31.7,177,1002.9,80.1,3.8,176,15.2,7
Jashore,7/2/2023,35,28.8,31.7,48,36.2,42.2,27.4,78.5,0,0,0,rain,0,0,30.6,22.3,181.7,1002.2,69,3.8,221.2,19.2,7
Jashore,7/3/2023,35,27,31,48.8,31.2,41.7,27.7,83.3,9.245,100,8.33,rain,0,0,30.2,22.3,179.6,1002.3,66,3.8,200.7,17.4,6
Jashore,7/4/2023,35,28,31.5,46.7,34.5,41.3,27.1,78.3,0,0,0,rain,0,0,26.3,20.5,149,1001.5,50.1,4.1,236.1,20.5,8
Jashore,7/5/2023,34,28,30.3,47.3,34.5,39.2,27.1,83.6,8.177,100,12.5,rain,0,0,32,16.6,96.2,999.9,65.5,3.9,205,17.9,7
Jashore,7/6/2023,32,27,28.8,42.3,30.6,36,26.7,88.8,7.444,100,8.33,rain,0,0,37.8,18.4,140.5,1001.4,79,3.4,151.2,13.1,5
Jashore,7/7/2023,32.2,28,29.4,43.2,33.6,37.4,27,87,17.38,100,12.5,rain,0,0,37.4,20.5,146.8,1003.4,79.1,3.7,151.4,13.1,5
Jashore,7/8/2023,33,26.7,29.9,43.8,30.3,38,26.7,83.2,12.31,100,4.17,rain,0,0,29.9,16.6,161.4,1004.2,68.4,3.9,136.2,11.8,6
Jashore,7/9/2023,34,28,31.1,45.3,33.6,40.1,26.7,77.9,0,0,0,rain,0,0,26.6,14.8,177.1,1003.7,56.4,4.1,200.2,17.2,7
Jashore,7/10/2023,34,29,30.9,44.1,36.8,40.8,27.3,81.4,0,0,0,rain,0,0,34.6,22.3,179.9,1003.3,74.1,3.9,170,14.8,6
Jashore,7/11/2023,33.9,29,30.4,45.8,35.6,39.5,26.9,81.8,0,0,0,rain,0,0,37.1,22.3,164.6,1003.3,80.1,3.8,186.3,16.2,7
Jashore,7/12/2023,34,28,30,45.3,32.7,38.1,26.5,81.6,0.471,100,4.17,rain,0,0,34.2,18.4,164.8,1003.5,71.2,3.9,210.5,18.1,8
Jashore,7/13/2023,33.7,28,30.4,43.1,33.4,38.3,26.2,78.9,0,0,0,rain,0,0,28.8,18.4,152.9,1003.3,62.2,4.1,192.5,16.5,7
Jashore,7/14/2023,33,27.7,30.5,44.1,32.9,39.7,27.1,82.4,0.2,100,4.17,rain,0,0,25.9,18.4,164.5,1002.8,73.9,3.7,148,12.8,5
Jashore,7/15/2023,33,26,29,43.8,26,35.5,26.3,85.8,4.556,100,4.17,rain,0,0,30.6,24.1,100.2,1001,79.3,3.5,96.7,8.3,3
Jashore,7/16/2023,32,27,28.8,42.3,30.1,35.5,26.4,87.4,20.214,100,12.5,rain,0,0,32,18.4,157.2,999.9,81.3,3.3,167.2,14.7,7
Jashore,7/17/2023,31.3,27,28.7,40.7,31.2,35.6,26.7,89.3,10.845,100,8.33,rain,0,0,36,22.3,126.7,999.6,74.5,3.4,179.7,15.6,7
Jashore,7/18/2023,33,27,29.4,43.8,31.8,37.3,26.9,86.6,7.853,100,12.5,rain,0,0,43.9,16.6,96.6,999.1,60.7,3.6,240.8,20.7,7
Jashore,7/19/2023,33,27.5,29.8,44.1,32.3,38.2,26.9,84.7,4.155,100,8.33,rain,0,0,39.6,16.6,97.8,998.3,62.2,3.8,221.6,19.2,8
